"security_id","symbol","name","series","tick_size","lot_size","instrument_type","segment","exchange","upper_limit","lower_limit","expiry_date","strike_price","freeze_quantity"
"1138426","SENSEX-Jun2026-82300-PE","SENSEX 18 JUN 82300 PUT","","5.0000","20","OPTIDX","D","BSE","9208.9500","3964.8500","2026-06-18 00:00:00","82300.0","1000"
"1136366","SENSEX-Jul2026-78600-CE","SENSEX 30 JUL 78600 CALL","","5.0000","20","OPTIDX","D","BSE","2243.7000","49.5000","2026-07-30 00:00:00","78600.0","1000"
"1138402","SENSEX-Jun2026-77600-CE","SENSEX 18 JUN 77600 CALL","","5.0000","20","OPTIDX","D","BSE","1522.0500","0.0500","2026-06-18 00:00:00","77600.0","1000"
"1138405","SENSEX-Jun2026-79900-CE","SENSEX 18 JUN 79900 CALL","","5.0000","20","OPTIDX","D","BSE","588.8000","0.0500","2026-06-18 00:00:00","79900.0","1000"
"1136406","SENSEX-Jun2026-74800-CE","SENSEX 18 JUN 74800 CALL","","5.0000","20","OPTIDX","D","BSE","3568.9000","55.0000","2026-06-18 00:00:00","74800.0","1000"
"1136410","BANKEX-Jul2026-60300-PE","BANKEX 30 JUL 60300 PUT","","5.0000","30","OPTIDX","D","BSE","2082.7000","579.6000","2026-07-30 00:00:00","60300.0","900"
"1136384","SENSEX-Jul2026-83300-PE","SENSEX 30 JUL 83300 PUT","","5.0000","20","OPTIDX","D","BSE","9617.1000","4949.8000","2026-07-30 00:00:00","83300.0","1000"
"1136392","SENSEX-Jun2026-70200-CE","SENSEX 18 JUN 70200 CALL","","5.0000","20","OPTIDX","D","BSE","8182.4000","2922.9000","2026-06-18 00:00:00","70200.0","1000"
"1138483","BANKEX-Jul2026-60600-CE","BANKEX 30 JUL 60600 CALL","","5.0000","30","OPTIDX","D","BSE","3808.2000","968.9000","2026-07-30 00:00:00","60600.0","900"
"1136398","SENSEX-Jun2026-72500-CE","SENSEX 18 JUN 72500 CALL","","5.0000","20","OPTIDX","D","BSE","5802.4000","1152.5000","2026-06-18 00:00:00","72500.0","1000"
"1136438","SENSEX-Jul2026-72600-CE","SENSEX 30 JUL 72600 CALL","","5.0000","20","OPTIDX","D","BSE","6464.5000","2139.8500","2026-07-30 00:00:00","72600.0","1000"
"1138491","SENSEX-Jul2026-82400-PE","SENSEX 30 JUL 82400 PUT","","5.0000","20","OPTIDX","D","BSE","8722.8500","4255.6500","2026-07-30 00:00:00","82400.0","1000"
"1136447","SENSEX-Jul2026-74900-CE","SENSEX 30 JUL 74900 CALL","","5.0000","20","OPTIDX","D","BSE","4566.0000","1000.2000","2026-07-30 00:00:00","74900.0","1000"
"1138493","BANKEX-Jul2026-62900-CE","BANKEX 30 JUL 62900 CALL","","5.0000","30","OPTIDX","D","BSE","2314.4500","333.2500","2026-07-30 00:00:00","62900.0","900"
"1136416","BANKEX-Jul2026-62600-PE","BANKEX 30 JUL 62600 PUT","","5.0000","30","OPTIDX","D","BSE","3665.6500","1307.8500","2026-07-30 00:00:00","62600.0","900"
"1136423","BANKEX-Jul2026-64900-PE","BANKEX 30 JUL 64900 PUT","","5.0000","30","OPTIDX","D","BSE","5625.9500","2470.8500","2026-07-30 00:00:00","64900.0","900"
"1138479","SENSEX-Jul2026-80100-PE","SENSEX 30 JUL 80100 PUT","","5.0000","20","OPTIDX","D","BSE","6514.8500","2690.6000","2026-07-30 00:00:00","80100.0","1000"
"1136430","SENSEX-Jul2026-70300-CE","SENSEX 30 JUL 70300 CALL","","5.0000","20","OPTIDX","D","BSE","8594.6000","3704.5000","2026-07-30 00:00:00","70300.0","1000"
"1138522","SENSEX-Jun2026-73900-CE","SENSEX 18 JUN 73900 CALL","","5.0000","20","OPTIDX","D","BSE","4404.9000","392.3000","2026-06-18 00:00:00","73900.0","1000"
"1138548","SENSEX-Jun2026-80900-PE","SENSEX 18 JUN 80900 PUT","","5.0000","20","OPTIDX","D","BSE","7739.5000","2762.8500","2026-06-18 00:00:00","80900.0","1000"
"1136460","SENSEX-Jul2026-81900-PE","SENSEX 30 JUL 81900 PUT","","5.0000","20","OPTIDX","D","BSE","8231.7000","3888.3500","2026-07-30 00:00:00","81900.0","1000"
"1138622","SENSEX50-Jul2026-24350-CE","SENSEX50 30 JUL 24350 CALL","","5.0000","75","OPTIDX","D","BSE","1670.2500","396.1500","2026-07-30 00:00:00","24350.0","1800"
"1136496","SENSEX-Jun2026-82500-CE","SENSEX 18 JUN 82500 CALL","","5.0000","20","OPTIDX","D","BSE","151.0500","0.0500","2026-06-18 00:00:00","82500.0","1000"
"1138633","BANKEX-Jul2026-58300-PE","BANKEX 30 JUL 58300 PUT","","5.0000","30","OPTIDX","D","BSE","1104.0500","240.6500","2026-07-30 00:00:00","58300.0","900"
"1136484","SENSEX-Jun2026-80200-CE","SENSEX 18 JUN 80200 CALL","","5.0000","20","OPTIDX","D","BSE","511.2000","0.0500","2026-06-18 00:00:00","80200.0","1000"
"1138632","BANKEX-Jul2026-56000-PE","BANKEX 30 JUL 56000 PUT","","5.0000","30","OPTIDX","D","BSE","433.8000","70.2000","2026-07-30 00:00:00","56000.0","900"
"1138769","BANKEX-Jul2026-56900-PE","BANKEX 30 JUL 56900 PUT","","5.0000","30","OPTIDX","D","BSE","643.4500","117.0500","2026-07-30 00:00:00","56900.0","900"
"1138776","BANKEX-Jul2026-59000-CE","BANKEX 30 JUL 59000 CALL","","5.0000","30","OPTIDX","D","BSE","5073.6000","1692.1000","2026-07-30 00:00:00","59000.0","900"
"1136524","SENSEX-Jul2026-80300-CE","SENSEX 30 JUL 80300 CALL","","5.0000","20","OPTIDX","D","BSE","1514.4500","0.0500","2026-07-30 00:00:00","80300.0","1000"
"1138794","SENSEX-Jun2026-78200-CE","SENSEX 18 JUN 78200 CALL","","5.0000","20","OPTIDX","D","BSE","1215.1500","0.0500","2026-06-18 00:00:00","78200.0","1000"
"1136527","SENSEX-Jul2026-82600-CE","SENSEX 30 JUL 82600 CALL","","5.0000","20","OPTIDX","D","BSE","831.3500","0.0500","2026-07-30 00:00:00","82600.0","1000"
"1138830","BANKEX-Jul2026-66000-PE","BANKEX 30 JUL 66000 PUT","","5.0000","30","OPTIDX","D","BSE","6649.4000","3178.6000","2026-07-30 00:00:00","66000.0","900"
"1138870","BANKEX-Jul2026-68300-PE","BANKEX 30 JUL 68300 PUT","","5.0000","30","OPTIDX","D","BSE","8881.7000","4923.6500","2026-07-30 00:00:00","68300.0","900"
"1136575","SENSEX50-Jul2026-24950-PE","SENSEX50 30 JUL 24950 PUT","","5.0000","75","OPTIDX","D","BSE","942.3000","188.1000","2026-07-30 00:00:00","24950.0","1800"
"1138903","SENSEX-Jul2026-78300-CE","SENSEX 30 JUL 78300 CALL","","5.0000","20","OPTIDX","D","BSE","2394.3000","92.2500","2026-07-30 00:00:00","78300.0","1000"
"1138891","SENSEX-Jul2026-76000-CE","SENSEX 30 JUL 76000 CALL","","5.0000","20","OPTIDX","D","BSE","3777.9500","617.6500","2026-07-30 00:00:00","76000.0","1000"
"1138933","BANKEX-Jul2026-57600-CE","BANKEX 30 JUL 57600 CALL","","5.0000","30","OPTIDX","D","BSE","6295.1000","2527.1000","2026-07-30 00:00:00","57600.0","900"
"1138937","SENSEX-Jun2026-72200-CE","SENSEX 18 JUN 72200 CALL","","5.0000","20","OPTIDX","D","BSE","6110.6500","1350.5500","2026-06-18 00:00:00","72200.0","1000"
"1138942","BANKEX-Jul2026-59900-CE","BANKEX 30 JUL 59900 CALL","","5.0000","30","OPTIDX","D","BSE","4341.8500","1254.8500","2026-07-30 00:00:00","59900.0","900"
